PlayerName,Year,Stage,STG,GC,PC,KOM,SPR,SUM,BKY,ASS,Total
Adam Hansen,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 3,-,-,-,-,-,-,-,4,4,
Adam Hansen,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 5,-,-,-,-,-,-,-,4,4,
Adam Hansen,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 12,-,-,-,-,-,-,-,6,6,
Adam Hansen,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Adam Hansen,2016,Stage 21,-,-,-,-,-,-,-,6,6,
Adam Hansen,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 1,-,-,-,-,-,-,-,6,6,
Jurgen Roelandts,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 3,-,-,-,-,-,-,-,4,4,
Jurgen Roelandts,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 5,-,-,-,-,-,-,-,4,4,
Jurgen Roelandts,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 12,-,-,-,-,-,-,-,6,6,
Jurgen Roelandts,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Jurgen Roelandts,2016,Stage 21,-,-,-,-,-,-,-,6,6,
Jurgen Roelandts,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 1,-,-,-,-,-,-,-,6,6,
Marcel Sieberg,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 3,-,-,-,-,-,-,-,4,4,
Marcel Sieberg,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 5,-,-,-,-,-,-,-,4,4,
Marcel Sieberg,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 12,-,-,-,-,-,-,-,6,6,
Marcel Sieberg,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Marcel Sieberg,2016,Stage 21,-,-,-,-,-,-,-,6,6,
Marcel Sieberg,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 4,-,-,-,-,15,-,10,-,25,
Andreas Schillinger,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Andreas Schillinger,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 1,-,4,-,-,-,-,-,6,10,
Jens Debusschere,2016,Stage 2,-,-,-,-,1,-,-,-,1,
Jens Debusschere,2016,Stage 3,-,-,-,-,-,-,-,4,4,
Jens Debusschere,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 5,-,-,-,-,-,-,-,4,4,
Jens Debusschere,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 12,-,-,-,-,-,-,-,6,6,
Jens Debusschere,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Jens Debusschere,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 8,-,-,-,-,-,-,-,4,4,
Jacopo Guarnieri,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 14,-,-,-,-,-,-,-,4,4,
Jacopo Guarnieri,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 16,-,-,-,-,-,-,-,4,4,
Jacopo Guarnieri,2016,Stage 17,-,-,-,-,-,-,-,6,6,
Jacopo Guarnieri,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 19,-,-,-,-,-,-,-,4,4,
Jacopo Guarnieri,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2016,Stage 21,-,-,-,-,-,-,-,2,2,
Jacopo Guarnieri,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 8,-,-,-,-,-,-,-,4,4,
Marco Haller,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 14,-,-,-,-,-,-,-,4,4,
Marco Haller,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 16,-,-,-,-,-,-,-,4,4,
Marco Haller,2016,Stage 17,-,-,-,-,-,-,-,6,6,
Marco Haller,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 19,-,-,-,-,-,-,-,4,4,
Marco Haller,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Marco Haller,2016,Stage 21,-,-,-,-,-,-,-,2,2,
Marco Haller,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 1,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 2,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 3,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 4,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 5,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 6,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 7,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 8,-,-,-,-,-,-,-,4,4,
ngel Vicioso,2016,Stage 9,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 10,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 11,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 12,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 13,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 14,-,-,-,-,-,-,-,4,4,
ngel Vicioso,2016,Stage 15,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 16,-,-,-,-,-,-,-,4,4,
ngel Vicioso,2016,Stage 17,-,-,-,-,-,-,-,6,6,
ngel Vicioso,2016,Stage 18,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 19,-,-,-,-,-,-,-,4,4,
ngel Vicioso,2016,Stage 20,-,-,-,-,-,-,-,-,0,
ngel Vicioso,2016,Stage 21,-,-,-,-,-,-,-,2,2,
ngel Vicioso,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 1,-,3,-,-,-,-,-,4,7,
Gregory Rast,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 14,-,-,-,-,-,-,-,4,4,
Gregory Rast,2016,Stage 15,-,-,-,-,-,-,-,4,4,
Gregory Rast,2016,Stage 16,-,-,-,-,-,-,-,4,4,
Gregory Rast,2016,Stage 17,-,-,-,-,-,-,-,4,4,
Gregory Rast,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Gregory Rast,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 9,-,-,-,-,-,-,-,6,6,
Roy Curvers,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 14,15,-,-,-,-,-,-,-,15,
Roy Curvers,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Roy Curvers,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 4,15,-,-,-,-,-,-,-,15,
Lawson Craddock,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Lawson Craddock,2016,Stage 21,-,-,-,-,6,-,-,-,6,
Lawson Craddock,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 1,-,-,-,-,8,-,10,-,18,
Anthony Delaplace,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 6,-,-,-,-,-,-,-,2,2,
Anthony Delaplace,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Anthony Delaplace,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 1,-,-,-,-,-,-,-,4,4,
Frnk Schleck,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 14,-,-,-,-,-,-,-,4,4,
Frnk Schleck,2016,Stage 15,-,-,-,-,-,-,-,4,4,
Frnk Schleck,2016,Stage 16,-,-,-,-,-,-,-,4,4,
Frnk Schleck,2016,Stage 17,-,-,-,-,-,-,-,4,4,
Frnk Schleck,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Frnk Schleck,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 1,-,-,-,-,-,-,-,4,4,
Peter Stetina,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 14,-,-,-,-,-,-,-,4,4,
Peter Stetina,2016,Stage 15,-,-,-,-,-,-,-,4,4,
Peter Stetina,2016,Stage 16,-,-,-,-,-,-,-,4,4,
Peter Stetina,2016,Stage 17,-,-,-,-,-,-,-,4,4,
Peter Stetina,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Peter Stetina,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 8,-,-,-,-,2,-,-,-,2,
Luis Leon Sanchez,2016,Stage 9,-,-,-,-,-,-,10,-,10,
Luis Leon Sanchez,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Stage 20,-,-,-,-,-,-,-,2,2,
Luis Leon Sanchez,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Luis Leon Sanchez,2016,Final Classifications,-,-,-,-,-,-,-,5,5,
Laurens Ten Dam,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 9,-,-,-,-,-,-,-,6,6,
Laurens Ten Dam,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 19,-,-,-,-,2,-,10,-,12,
Laurens Ten Dam,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Laurens Ten Dam,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 9,-,-,-,-,-,-,10,4,14,
Tsgabu Grmay,2016,Stage 10,-,-,-,-,-,4,-,-,4,
Tsgabu Grmay,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Tsgabu Grmay,2016,Stage 20,-,-,-,-,-,-,-,-,0,
