PlayerName,Year,Stage,STG,GC,PC,KOM,SPR,SUM,BKY,ASS,Total
Bauke Mollema,2015,Stage 18,-,12,-,-,-,-,-,-,12,
Bauke Mollema,2015,Stage 19,60,13,-,-,-,-,-,-,73,
Bauke Mollema,2015,Stage 20,10,14,-,-,-,-,-,-,24,
Bauke Mollema,2015,Stage 21,-,14,-,-,-,-,-,-,14,
Bauke Mollema,2015,Final Classifications,-,200,-,-,-,-,-,-,200,
Pierre Rolland,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Pierre Rolland,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Pierre Rolland,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Pierre Rolland,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Pierre Rolland,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Pierre Rolland,2015,Stage 6,-,-,-,-,-,-,-,2,2,
Pierre Rolland,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Pierre Rolland,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Pierre Rolland,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Pierre Rolland,2015,Stage 10,50,-,-,-,-,2,-,-,52,
Pierre Rolland,2015,Stage 11,-,7,-,-,-,-,-,-,7,
Pierre Rolland,2015,Stage 12,5,5,-,-,-,-,-,-,10,
Pierre Rolland,2015,Stage 13,-,7,-,-,-,-,-,-,7,
Pierre Rolland,2015,Stage 14,-,6,-,-,-,-,-,-,6,
Pierre Rolland,2015,Stage 15,-,6,-,-,-,-,-,-,6,
Pierre Rolland,2015,Stage 16,-,6,-,-,-,-,-,-,6,
Pierre Rolland,2015,Stage 17,-,7,-,-,-,-,-,-,7,
Pierre Rolland,2015,Stage 18,150,8,-,-,-,2,-,-,160,
Pierre Rolland,2015,Stage 19,25,11,-,-,12,30,-,-,78,
Pierre Rolland,2015,Stage 20,70,11,-,1,4,6,-,-,92,
Pierre Rolland,2015,Stage 21,-,11,-,1,-,-,-,4,16,
Pierre Rolland,2015,Final Classifications,-,140,-,30,-,-,-,-,170,
Tony Gallopin,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Tony Gallopin,2015,Stage 2,5,6,-,-,-,-,-,6,17,
Tony Gallopin,2015,Stage 3,80,18,-,-,-,-,-,-,98,
Tony Gallopin,2015,Stage 4,50,18,-,-,-,-,-,-,68,
Tony Gallopin,2015,Stage 5,-,16,-,-,-,-,-,6,22,
Tony Gallopin,2015,Stage 6,70,16,-,-,-,-,-,-,86,
Tony Gallopin,2015,Stage 7,-,18,-,-,-,-,-,4,22,
Tony Gallopin,2015,Stage 8,80,18,-,-,-,-,-,-,98,
Tony Gallopin,2015,Stage 9,-,10,-,-,-,-,-,-,10,
Tony Gallopin,2015,Stage 10,40,14,-,-,-,-,-,-,54,
Tony Gallopin,2015,Stage 11,-,14,-,-,-,-,-,-,14,
Tony Gallopin,2015,Stage 12,-,13,-,-,-,-,-,-,13,
Tony Gallopin,2015,Stage 13,25,13,-,-,-,-,-,-,38,
Tony Gallopin,2015,Stage 14,-,12,-,-,-,-,-,-,12,
Tony Gallopin,2015,Stage 15,-,12,-,-,-,-,-,6,18,
Tony Gallopin,2015,Stage 16,-,10,-,-,-,-,-,-,10,
Tony Gallopin,2015,Stage 17,-,5,-,-,-,-,-,-,5,
Tony Gallopin,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Tony Gallopin,2015,Stage 19,-,-,-,-,4,-,-,-,4,
Tony Gallopin,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Tony Gallopin,2015,Stage 21,-,-,-,-,-,-,-,6,6,
Tony Gallopin,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 1,150,22,6,-,-,-,-,-,178,
Tony Martin,2015,Stage 2,40,22,2,-,-,-,-,4,68,
Tony Martin,2015,Stage 3,-,22,-,-,-,-,-,4,26,
Tony Martin,2015,Stage 4,200,25,3,-,-,-,-,4,232,
Tony Martin,2015,Stage 5,-,25,2,-,-,-,-,6,33,
Tony Martin,2015,Stage 6,-,25,-,-,-,-,-,10,35,
Tony Martin,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Tony Martin,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Richie Porte,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Richie Porte,2015,Stage 2,-,-,-,-,-,-,-,2,2,
Richie Porte,2015,Stage 3,-,-,-,-,-,-,-,12,12,
Richie Porte,2015,Stage 4,-,-,-,-,-,-,-,4,4,
Richie Porte,2015,Stage 5,-,-,-,-,-,-,-,4,4,
Richie Porte,2015,Stage 6,-,-,-,-,-,-,-,4,4,
Richie Porte,2015,Stage 7,-,-,-,-,-,-,-,6,6,
Richie Porte,2015,Stage 8,-,-,-,-,-,-,-,6,6,
Richie Porte,2015,Stage 9,40,-,-,-,-,-,-,6,46,
Richie Porte,2015,Stage 10,150,-,-,6,-,25,-,18,199,
Richie Porte,2015,Stage 11,-,-,-,6,-,-,-,12,18,
Richie Porte,2015,Stage 12,-,-,-,3,-,-,-,10,13,
Richie Porte,2015,Stage 13,-,-,-,3,-,-,-,10,13,
Richie Porte,2015,Stage 14,-,-,-,3,-,-,-,10,13,
Richie Porte,2015,Stage 15,-,-,-,3,-,-,-,10,13,
Richie Porte,2015,Stage 16,-,-,-,3,-,-,-,6,9,
Richie Porte,2015,Stage 17,-,-,-,2,-,-,-,8,10,
Richie Porte,2015,Stage 18,-,-,-,1,-,-,-,8,9,
Richie Porte,2015,Stage 19,-,-,-,-,-,-,-,8,8,
Richie Porte,2015,Stage 20,60,-,-,-,-,4,-,10,74,
Richie Porte,2015,Stage 21,-,-,-,-,-,-,-,10,10,
Richie Porte,2015,Final Classifications,-,-,-,10,-,-,-,30,40,
Bryan Coquard,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Bryan Coquard,2015,Stage 2,-,-,-,-,1,-,-,-,1,
Bryan Coquard,2015,Stage 3,-,-,-,-,8,-,-,-,8,
Bryan Coquard,2015,Stage 4,30,-,-,-,5,-,-,-,35,
Bryan Coquard,2015,Stage 5,50,-,1,-,4,-,-,-,55,
Bryan Coquard,2015,Stage 6,120,-,2,-,6,-,-,-,128,
Bryan Coquard,2015,Stage 7,20,-,2,-,-,-,-,-,22,
Bryan Coquard,2015,Stage 8,-,-,2,-,1,-,-,-,3,
Bryan Coquard,2015,Stage 9,-,-,2,-,-,-,-,-,2,
Bryan Coquard,2015,Stage 10,-,-,2,-,1,-,-,-,3,
Bryan Coquard,2015,Stage 11,-,-,2,-,-,-,-,-,2,
Bryan Coquard,2015,Stage 12,-,-,2,-,4,-,10,-,16,
Bryan Coquard,2015,Stage 13,-,-,2,-,-,-,-,-,2,
Bryan Coquard,2015,Stage 14,-,-,2,-,-,-,-,-,2,
Bryan Coquard,2015,Stage 15,5,-,2,-,-,-,-,-,7,
Bryan Coquard,2015,Stage 16,-,-,2,-,-,-,-,-,2,
Bryan Coquard,2015,Stage 17,-,-,2,-,-,-,-,-,2,
Bryan Coquard,2015,Stage 18,-,-,2,-,-,-,-,4,6,
Bryan Coquard,2015,Stage 19,-,-,1,-,-,-,-,-,1,
Bryan Coquard,2015,Stage 20,-,-,1,-,-,-,-,-,1,
Bryan Coquard,2015,Stage 21,150,-,2,-,-,-,-,-,152,
Bryan Coquard,2015,Final Classifications,-,-,40,-,-,-,-,-,40,
Serge Pauwels,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Serge Pauwels,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Serge Pauwels,2015,Stage 3,-,-,-,-,-,-,10,-,10,
Serge Pauwels,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Serge Pauwels,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Serge Pauwels,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Serge Pauwels,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Serge Pauwels,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Serge Pauwels,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Serge Pauwels,2015,Stage 10,10,-,-,-,-,-,-,-,10,
Serge Pauwels,2015,Stage 11,100,-,-,-,-,31,10,-,141,
Serge Pauwels,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Serge Pauwels,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Serge Pauwels,2015,Stage 14,-,-,-,-,-,-,-,6,6,
Serge Pauwels,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Serge Pauwels,2015,Stage 16,15,3,-,1,1,-,-,4,24,
Serge Pauwels,2015,Stage 17,40,6,-,3,-,-,-,4,53,
Serge Pauwels,2015,Stage 18,70,7,-,2,-,10,-,4,93,
Serge Pauwels,2015,Stage 19,-,8,-,1,-,-,-,-,9,
Serge Pauwels,2015,Stage 20,-,8,-,-,-,-,-,-,8,
Serge Pauwels,2015,Stage 21,-,8,-,-,-,-,-,-,8,
Serge Pauwels,2015,Final Classifications,-,110,-,5,-,-,-,5,120,
Rigoberto Uran,2015,Stage 1,-,4,-,-,-,-,-,-,4,
Rigoberto Uran,2015,Stage 2,10,14,-,-,-,-,-,8,32,
Rigoberto Uran,2015,Stage 3,-,14,-,-,-,-,-,8,22,
Rigoberto Uran,2015,Stage 4,15,14,-,-,-,-,-,16,45,
Rigoberto Uran,2015,Stage 5,-,14,-,-,-,-,-,12,26,
Rigoberto Uran,2015,Stage 6,-,14,-,-,-,-,-,16,30,
Rigoberto Uran,2015,Stage 7,-,15,-,-,-,-,-,10,25,
Rigoberto Uran,2015,Stage 8,5,15,-,-,-,-,-,2,22,
Rigoberto Uran,2015,Stage 9,10,15,-,-,-,-,-,2,27,
Rigoberto Uran,2015,Stage 10,-,9,-,-,-,-,-,-,9,
Rigoberto Uran,2015,Stage 11,-,4,-,-,-,-,-,-,4,
Rigoberto Uran,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Rigoberto Uran,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Rigoberto Uran,2015,Stage 14,100,-,-,-,4,-,10,-,114,
Rigoberto Uran,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Rigoberto Uran,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Rigoberto Uran,2015,Stage 17,120,-,-,-,-,-,-,-,120,
Rigoberto Uran,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Rigoberto Uran,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Rigoberto Uran,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Rigoberto Uran,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Rigoberto Uran,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 2,-,-,-,-,5,-,-,-,5,
Alexander Kristoff,2015,Stage 3,-,-,-,-,-,-,-,6,6,
Alexander Kristoff,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 5,100,-,-,-,-,-,-,-,100,
Alexander Kristoff,2015,Stage 6,25,-,-,-,-,-,-,-,25,
Alexander Kristoff,2015,Stage 7,80,-,-,-,-,-,-,-,80,
Alexander Kristoff,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 12,-,-,-,-,-,-,-,6,6,
Alexander Kristoff,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 15,120,-,-,-,-,-,-,-,120,
Alexander Kristoff,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Alexander Kristoff,2015,Stage 21,120,-,-,-,-,-,-,-,120,
Alexander Kristoff,2015,Final Classifications,-,-,5,-,-,-,-,-,5,
Jakob Fuglsang,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Jakob Fuglsang,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Jakob Fuglsang,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Jakob Fuglsang,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Jakob Fuglsang,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Jakob Fuglsang,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Jakob Fuglsang,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Jakob Fuglsang,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Jakob Fuglsang,2015,Stage 9,20,-,-,-,-,-,-,-,20,
Jakob Fuglsang,2015,Stage 10,15,8,-,-,-,-,-,-,23,
Jakob Fuglsang,2015,Stage 11,-,3,-,-,-,-,-,-,3,
Jakob Fuglsang,2015,Stage 12,150,7,-,4,-,25,10,-,196,
Jakob Fuglsang,2015,Stage 13,-,3,-,4,-,-,-,-,7,
Jakob Fuglsang,2015,Stage 14,-,3,-,4,-,-,-,-,7,
Jakob Fuglsang,2015,Stage 15,-,2,-,4,-,-,-,-,6,
Jakob Fuglsang,2015,Stage 16,-,-,-,4,-,-,-,-,4,
Jakob Fuglsang,2015,Stage 17,-,-,-,4,-,-,-,-,4,
Jakob Fuglsang,2015,Stage 18,80,4,-,4,-,15,10,-,113,
Jakob Fuglsang,2015,Stage 19,-,-,-,3,-,-,-,8,11,
Jakob Fuglsang,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Jakob Fuglsang,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Jakob Fuglsang,2015,Final Classifications,-,40,-,15,-,-,-,10,65,
Daniel Martin,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 3,100,1,-,-,-,-,-,-,101,
Daniel Martin,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 8,150,-,-,-,-,-,-,-,150,
Daniel Martin,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 11,150,5,-,1,-,30,-,-,186,
Daniel Martin,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 17,-,-,-,-,-,-,-,4,4,
Daniel Martin,2015,Stage 18,-,-,-,-,6,-,10,-,16,
Daniel Martin,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Stage 20,-,-,-,-,-,-,-,2,2,
Daniel Martin,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Daniel Martin,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Andrew Talansky,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Andrew Talansky,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Andrew Talansky,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Andrew Talansky,2015,Stage 4,-,1,-,-,-,-,-,-,1,
Andrew Talansky,2015,Stage 5,-,1,-,-,-,-,-,-,1,
Andrew Talansky,2015,Stage 6,-,1,-,-,-,-,-,-,1,
Andrew Talansky,2015,Stage 7,-,2,-,-,-,-,-,-,2,
Andrew Talansky,2015,Stage 8,-,2,-,-,-,-,-,4,6,
Andrew Talansky,2015,Stage 9,-,2,-,-,-,-,-,-,2,
Andrew Talansky,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Andrew Talansky,2015,Stage 11,-,6,-,-,-,-,-,4,10,
Andrew Talansky,2015,Stage 12,-,3,-,-,-,-,-,-,3,
Andrew Talansky,2015,Stage 13,-,5,-,-,-,-,-,-,5,
Andrew Talansky,2015,Stage 14,-,5,-,-,-,-,-,-,5,
Andrew Talansky,2015,Stage 15,-,5,-,-,-,-,-,-,5,
Andrew Talansky,2015,Stage 16,-,4,-,-,-,-,-,-,4,
Andrew Talansky,2015,Stage 17,150,9,-,-,-,6,-,-,165,
Andrew Talansky,2015,Stage 18,40,9,-,-,-,6,10,-,65,
Andrew Talansky,2015,Stage 19,20,10,-,-,-,-,-,-,30,
Andrew Talansky,2015,Stage 20,-,10,-,-,-,-,-,2,12,
Andrew Talansky,2015,Stage 21,-,10,-,-,-,-,-,-,10,
Andrew Talansky,2015,Final Classifications,-,130,-,-,-,-,-,-,130,
Zdenek Stybar,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Zdenek Stybar,2015,Stage 2,-,9,-,-,-,-,-,8,17,
Zdenek Stybar,2015,Stage 3,-,11,-,-,-,-,-,8,19,
Zdenek Stybar,2015,Stage 4,40,11,-,-,-,-,-,16,67,
Zdenek Stybar,2015,Stage 5,-,11,-,-,-,-,-,12,23,
Zdenek Stybar,2015,Stage 6,200,12,1,-,-,-,-,10,223,
Zdenek Stybar,2015,Stage 7,-,13,1,-,-,-,-,10,24,
Zdenek Stybar,2015,Stage 8,-,12,-,-,-,-,-,2,14,
Zdenek Stybar,2015,Stage 9,10,11,-,-,-,-,-,2,23,
Zdenek Stybar,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Zdenek Stybar,2015,Stage 11,-,-,-,-,8,-,-,-,8,
Zdenek Stybar,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Zdenek Stybar,2015,Stage 13,5,-,-,-,-,-,-,-,5,
Zdenek Stybar,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Zdenek Stybar,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Zdenek Stybar,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Zdenek Stybar,2015,Stage 17,-,-,-,-,-,-,-,2,2,
Zdenek Stybar,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Zdenek Stybar,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Zdenek Stybar,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Zdenek Stybar,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Zdenek Stybar,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Rafal Majka,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Rafal Majka,2015,Stage 2,-,-,-,-,-,-,-,4,4,
Rafal Majka,2015,Stage 3,-,-,-,6,-,-,-,-,6,
Rafal Majka,2015,Stage 4,-,-,-,4,-,-,-,4,8,
Rafal Majka,2015,Stage 5,-,-,-,4,-,-,-,6,10,
Rafal Majka,2015,Stage 6,-,-,-,3,-,-,-,6,9,
Rafal Majka,2015,Stage 7,-,-,-,3,-,-,-,8,11,
Rafal Majka,2015,Stage 8,-,-,-,1,-,-,-,8,9,
Rafal Majka,2015,Stage 9,25,-,-,1,-,-,-,4,30,
Rafal Majka,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Rafal Majka,2015,Stage 11,200,-,-,4,-,34,10,2,250,
Rafal Majka,2015,Stage 12,-,-,-,1,-,-,-,2,3,
Rafal Majka,2015,Stage 13,-,-,-,1,-,-,-,6,7,
Rafal Majka,2015,Stage 14,-,-,-,1,-,-,-,2,3,
Rafal Majka,2015,Stage 15,-,-,-,1,-,-,-,2,3,
Rafal Majka,2015,Stage 16,-,-,-,-,-,-,-,6,6,
Rafal Majka,2015,Stage 17,15,-,-,-,-,-,-,-,15,
Rafal Majka,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Rafal Majka,2015,Stage 19,5,-,-,-,-,2,-,4,11,
Rafal Majka,2015,Stage 20,-,-,-,-,-,-,-,2,2,
Rafal Majka,2015,Stage 21,-,-,-,-,-,-,-,2,2,
Rafal Majka,2015,Final Classifications,-,15,-,-,-,-,-,20,35,
Edvald Boasson Hagen,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Edvald Boasson Hagen,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Edvald Boasson Hagen,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Edvald Boasson Hagen,2015,Stage 4,80,-,-,-,-,-,-,-,80,
Edvald Boasson Hagen,2015,Stage 5,80,-,-,-,-,-,-,-,80,
Edvald Boasson Hagen,2015,Stage 6,60,-,-,-,-,-,-,-,60,
Edvald Boasson Hagen,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Edvald Boasson Hagen,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Edvald Boasson Hagen,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Edvald Boasson Hagen,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Edvald Boasson Hagen,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Edvald Boasson Hagen,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Edvald Boasson Hagen,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Edvald Boasson Hagen,2015,Stage 14,-,-,-,-,-,-,-,6,6,
Edvald Boasson Hagen,2015,Stage 15,80,-,-,-,-,-,-,-,80,
Edvald Boasson Hagen,2015,Stage 16,-,-,-,-,-,-,-,4,4,
Edvald Boasson Hagen,2015,Stage 17,-,-,-,-,-,-,-,4,4,
Edvald Boasson Hagen,2015,Stage 18,-,-,-,-,-,-,-,4,4,
Edvald Boasson Hagen,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Edvald Boasson Hagen,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Edvald Boasson Hagen,2015,Stage 21,100,-,-,-,-,-,-,-,100,
Edvald Boasson Hagen,2015,Final Classifications,-,-,-,-,-,-,-,5,5,
Mathias Frank,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Mathias Frank,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Mathias Frank,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Mathias Frank,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Mathias Frank,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Mathias Frank,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Mathias Frank,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Mathias Frank,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Mathias Frank,2015,Stage 9,15,1,-,-,-,-,-,-,16,
Mathias Frank,2015,Stage 10,-,6,-,-,-,-,-,-,6,
Mathias Frank,2015,Stage 11,-,9,-,-,-,-,-,-,9,
Mathias Frank,2015,Stage 12,-,9,-,-,-,-,-,-,9,
Mathias Frank,2015,Stage 13,-,9,-,-,-,-,-,-,9,
Mathias Frank,2015,Stage 14,-,8,-,-,-,-,-,-,8,
Mathias Frank,2015,Stage 15,-,8,-,-,-,-,-,-,8,
Mathias Frank,2015,Stage 16,-,8,-,-,-,-,-,2,10,
Mathias Frank,2015,Stage 17,80,13,-,-,6,4,-,-,103,
Mathias Frank,2015,Stage 18,-,13,-,-,-,-,-,-,13,
Mathias Frank,2015,Stage 19,10,14,-,-,-,-,-,-,24,
Mathias Frank,2015,Stage 20,-,13,-,-,-,-,-,-,13,
Mathias Frank,2015,Stage 21,-,13,-,-,-,-,-,-,13,
Mathias Frank,2015,Final Classifications,-,180,-,-,-,-,-,-,180,
Jonathan Castroviejo,2015,Stage 1,70,15,1,-,-,-,-,-,86,
Jonathan Castroviejo,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Jonathan Castroviejo,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Jonathan Castroviejo,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Jonathan Castroviejo,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Jonathan Castroviejo,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Jonathan Castroviejo,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Jonathan Castroviejo,2015,Stage 8,-,-,-,-,-,-,-,2,2,
Jonathan Castroviejo,2015,Stage 9,30,-,-,-,-,-,-,-,30,
Jonathan Castroviejo,2015,Stage 10,-,-,-,-,-,-,-,6,6,
Jonathan Castroviejo,2015,Stage 11,-,-,-,-,-,-,-,6,6,
Jonathan Castroviejo,2015,Stage 12,-,-,-,-,-,-,-,8,8,
Jonathan Castroviejo,2015,Stage 13,-,-,-,-,-,-,-,8,8,
Jonathan Castroviejo,2015,Stage 14,40,-,-,-,-,-,10,10,60,
Jonathan Castroviejo,2015,Stage 15,-,-,-,-,-,-,-,10,10,
Jonathan Castroviejo,2015,Stage 16,-,-,-,-,-,-,-,10,10,
Jonathan Castroviejo,2015,Stage 17,50,-,-,-,-,-,-,12,62,
Jonathan Castroviejo,2015,Stage 18,-,-,-,-,-,-,-,14,14,
Jonathan Castroviejo,2015,Stage 19,-,-,-,-,-,-,-,16,16,
Jonathan Castroviejo,2015,Stage 20,-,-,-,-,-,-,-,16,16,
Jonathan Castroviejo,2015,Stage 21,-,-,-,-,-,-,-,12,12,
Jonathan Castroviejo,2015,Final Classifications,-,35,-,-,-,-,-,40,75,
Samuel Sanchez,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Samuel Sanchez,2015,Stage 2,-,-,-,-,-,-,-,6,6,
Samuel Sanchez,2015,Stage 3,-,-,-,-,-,-,-,8,8,
Samuel Sanchez,2015,Stage 4,-,-,-,-,-,-,-,8,8,
Samuel Sanchez,2015,Stage 5,-,-,-,-,-,-,-,8,8,
Samuel Sanchez,2015,Stage 6,-,-,-,-,-,-,-,8,8,
Samuel Sanchez,2015,Stage 7,-,-,-,-,-,-,-,8,8,
Samuel Sanchez,2015,Stage 8,-,-,-,-,-,-,-,8,8,
Samuel Sanchez,2015,Stage 9,50,-,-,-,-,-,-,12,62,
Samuel Sanchez,2015,Stage 10,-,4,-,-,-,-,-,8,12,
Samuel Sanchez,2015,Stage 11,20,8,-,-,-,-,-,4,32,
Samuel Sanchez,2015,Stage 12,-,8,-,-,-,-,-,4,12,
Samuel Sanchez,2015,Stage 13,-,8,-,-,-,-,-,10,18,
Samuel Sanchez,2015,Stage 14,-,7,-,-,-,-,-,2,9,
Samuel Sanchez,2015,Stage 15,-,7,-,-,-,-,-,2,9,
Samuel Sanchez,2015,Stage 16,-,7,-,-,-,-,-,2,9,
